"","unid","opt_score"
"77520",18448,9
"77521",18448,5
"77522",69012,6
"77523",41076,12
"77524",41076,11
"77525",41076,NA
"77526",23724,2
"77527",23724,NA
"77528",99526,NA
"77529",99526,NA
"77530",58171,NA
"77531",58171,NA
"77532",58171,NA
"77533",95415,8
"77534",94999,6
"77535",60995,2
"77536",60995,2
"77537",33834,2
"77538",85893,NA
"77539",35675,6
"77540",88830,NA
"77541",88830,NA
"77542",88830,NA
"77543",27927,NA
"77544",24275,6
"77545",36817,5
"77546",36817,1
"77547",36817,4
"77548",36817,NA
"77549",46117,7
"77550",46117,8
"77551",28637,6
"77552",16038,NA
"77553",57083,7
"77554",36062,NA
"77555",14446,NA
"77556",14446,NA
"77557",38436,NA
"77558",26289,NA
"77559",17440,6
"77560",17440,0
"77561",17440,2
"77562",42773,NA
"77563",42773,NA
"77564",42773,NA
"77565",90316,6
"77566",90316,3
"77567",90316,5
"77568",90316,0
"77569",90316,3
"77570",90316,NA
"77571",14696,NA
"77572",27418,4
"77573",78088,NA
"77574",78088,NA
"77575",7007,5
"77576",40496,0
"77577",22047,8
"77578",34056,8
"77579",34056,6
"77580",60443,8
"77581",60443,6
"77582",60443,NA
"77583",28902,9
"77584",70227,NA
"77585",93663,4
"77586",5501,NA
"77587",86297,3
"77588",73039,12
"77589",73039,9
"77590",73039,10
"77591",94336,3
"77592",82645,NA
"77593",18323,3
"77594",18323,5
"77595",18323,NA
"77596",30276,NA
"77597",12971,4
"77598",12971,2
"77599",49291,1
"77600",49089,NA
"77601",20855,NA
"77602",20855,NA
"77603",95964,NA
"77604",69139,8
"77605",69139,2
"77606",69139,5
"77607",69139,1
"77608",69139,4
"77609",256,NA
"77610",64512,6
"77611",64512,9
"77612",45599,7
"77613",31203,NA
"77614",31203,NA
"77615",91092,5
"77616",74982,8
"77617",82325,NA
"77618",20766,3
"77619",20708,8
"77620",20708,NA
"77621",62029,14
"77622",62029,11
"77623",93072,NA
"77624",6282,2
"77625",6282,NA
"77626",31277,NA
"77627",32046,7
"77628",51125,NA
"77629",27849,NA
"77630",27849,NA
"77631",23997,6
"77632",30934,7
"77633",30934,9
"77634",30934,NA
"77635",30934,4
"77636",30934,8
"77637",96058,2
"77638",64588,NA
"77639",55114,2
"77640",78694,6
"77641",78694,4
"77642",78694,4
"77643",78694,8
"77644",83717,4
"77645",18826,NA
"77646",83427,8
"77647",83427,7
"77648",83427,11
"77649",83427,8
"77650",31294,8
"77651",31294,4
"77652",7786,4
"77653",66874,NA
"77654",44404,5
"77655",48148,4
"77656",14221,NA
"77657",2788,3
"77658",35884,1
"77659",24563,3
"77660",3804,3
"77661",13403,6
"77662",13403,8
"77663",13403,9
"77664",13403,NA
"77665",5208,5
"77666",5208,2
"77667",69136,NA
"77668",53725,-2
"77669",32259,NA
"77670",62991,0
"77671",2772,10
"77672",2772,10
"77673",36743,10
"77674",31250,6
"77675",31250,NA
"77676",101105,6
"77677",89764,NA
"77678",66929,11
"77679",66929,NA
"77680",57812,NA
"77681",55225,NA
"77682",6262,NA
"77683",6262,NA
"77684",42863,5
"77685",74553,NA
"77686",79117,8
"77687",79117,8
"77688",18293,7
"77689",18293,5
"77690",821,6
"77691",821,NA
"77692",42010,3
"77693",42010,7
"77694",42010,4
"77695",42010,NA
"77696",66781,-2
"77697",66781,NA
"77698",93783,10
"77699",93783,5
"77700",31771,1
"77701",33875,5
"77702",80492,4
"77703",42598,8
"77704",42598,10
"77705",42598,12
"77706",102514,4
"77707",102514,NA
"77708",101247,6
"77709",94874,10
"77710",2603,NA
"77711",2603,NA
"77712",15142,4
"77713",15142,6
"77714",8789,NA
"77715",13708,NA
"77716",39425,5
"77717",94941,1
"77718",94941,6
"77719",94941,3
"77720",94941,4
"77721",94941,2
"77722",52774,NA
"77723",64882,6
"77724",64882,4
"77725",64882,5
"77726",89895,4
"77727",89895,7
"77728",89895,3
"77729",89895,6
"77730",89895,NA
"77731",74679,5
"77732",47595,9
"77733",47595,NA
"77734",55196,6
"77735",94038,6
"77736",69740,NA
"77737",31859,6
"77738",9523,NA
"77739",16124,2
"77740",15173,5
"77741",15173,5
"77742",15173,8
"77743",15173,5
"77744",61080,NA
"77745",31680,NA
"77746",88572,3
"77747",94892,5
"77748",91444,4
"77749",91444,NA
"77750",74687,8
"77751",31787,6
"77752",3828,NA
"77753",3828,NA
"77754",53490,6
"77755",53490,NA
"77756",53490,NA
"77757",16067,NA
"77758",51657,3
"77759",10258,3
"77760",10258,5
"77761",10258,NA
"77762",753,4
"77763",753,4
"77764",92220,6
"77765",92220,2
"77766",92220,NA
"77767",92220,NA
"77768",31692,11
"77769",31692,9
"77770",31692,7
"77771",31692,7
"77772",31692,11
"77773",53750,NA
"77774",53750,NA
"77775",23522,NA
"77776",52382,6
"77777",52382,2
"77778",52382,3
"77779",52382,-1
"77780",50760,NA
"77781",50760,NA
"77782",90210,NA
"77783",7101,NA
"77784",81894,7
"77785",81894,3
"77786",91416,8
"77787",77816,1
"77788",77816,1
"77789",94491,NA
"77790",44863,NA
"77791",44863,NA
"77792",39345,10
"77793",32089,6
"77794",89124,4
"77795",89124,NA
"77796",100450,9
"77797",100450,9
"77798",100450,11
"77799",49100,NA
"77800",5555,NA
"77801",70900,4
"77802",71905,8
"77803",92028,4
"77804",92028,7
"77805",92028,NA
"77806",37010,NA
"77807",37010,NA
"77808",58294,0
"77809",58294,1
"77810",58294,3
"77811",71111,NA
"77812",43144,5
"77813",43144,NA
"77814",7234,5
"77815",76,NA
"77816",77583,5
"77817",77583,5
"77818",72272,NA
"77819",72272,NA
"77820",72272,NA
"77821",80151,6
"77822",80151,10
"77823",76964,-2
"77824",15890,NA
"77825",3570,NA
"77826",26561,NA
"77827",73005,NA
"77828",36424,10
"77829",3564,NA
"77830",37446,8
"77831",33979,NA
"77832",33979,NA
"77833",33979,NA
"77834",43696,2
"77835",68219,2
"77836",68219,8
"77837",68219,6
"77838",58117,NA
"77839",69576,11
"77840",69576,8
"77841",69576,NA
"77842",72113,11
"77843",72113,9
"77844",72113,10
"77845",72113,11
"77846",72113,8
"77847",9369,3
"77848",89595,1
"77849",79727,NA
"77850",53081,1
"77851",53081,NA
"77852",100567,NA
"77853",87790,10
"77854",88750,8
"77855",88750,6
"77856",4998,NA
"77857",84340,9
"77858",84340,10
"77859",27212,10
"77860",27212,6
"77861",27212,8
"77862",32227,11
"77863",32227,10
"77864",32227,7
"77865",32227,NA
"77866",37442,NA
"77867",51894,0
"77868",51894,6
"77869",78598,3
"77870",78598,1
"77871",78598,5
"77872",83482,6
"77873",57007,10
"77874",57007,11
"77875",40504,3
"77876",80552,8
"77877",80552,NA
"77878",95635,2
"77879",17740,7
"77880",17740,9
"77881",59054,9
"77882",59054,2
"77883",59054,NA
"77884",78755,NA
"77885",101799,NA
"77886",101799,NA
"77887",14002,NA
"77888",79092,NA
"77889",35812,6
"77890",35812,4
"77891",89993,9
"77892",54143,10
"77893",21692,8
"77894",21692,6
"77895",21692,6
"77896",21692,6
"77897",87332,7
"77898",87332,1
"77899",60989,6
"77900",60989,NA
"77901",64292,NA
"77902",64292,NA
"77903",96912,NA
"77904",82188,8
"77905",82188,8
"77906",82188,NA
"77907",28659,4
"77908",28659,5
"77909",28659,3
"77910",28659,2
"77911",19574,4
"77912",19574,2
"77913",34673,1
"77914",59997,6
"77915",59997,7
"77916",28188,6
"77917",85680,6
"77918",85680,5
"77919",85680,8
"77920",7507,NA
"77921",50299,NA
"77922",40234,NA
"77923",1112,0
"77924",1112,NA
"77925",24986,NA
"77926",24986,NA
"77927",24986,NA
"77928",50807,NA
"77929",1908,NA
"77930",69852,NA
"77931",16808,-1
"77932",77603,6
"77933",29984,NA
"77934",29984,NA
"77935",29984,NA
"77936",56202,-1
"77937",50883,6
"77938",50883,2
"77939",93096,NA
"77940",83349,5
"77941",57425,10
"77942",57425,5
"77943",57425,13
"77944",2568,NA
"77945",2568,NA
"77946",2568,NA
"77947",2568,NA
"77948",59373,7
"77949",83888,-1
"77950",83888,-3
"77951",82185,NA
"77952",90684,6
"77953",42981,5
"77954",42981,2
"77955",25328,NA
"77956",4070,-1
"77957",4070,3
"77958",31717,5
"77959",37150,NA
"77960",42657,5
"77961",42657,9
"77962",42657,NA
"77963",87782,6
"77964",82958,9
"77965",28398,3
"77966",28398,4
"77967",28398,2
"77968",28398,0
"77969",28398,4
"77970",28398,1
"77971",28398,NA
"77972",71688,8
"77973",30160,NA
"77974",83603,10
"77975",83603,8
"77976",81294,5
"77977",81294,2
"77978",81294,6
"77979",47474,NA
"77980",26187,NA
"77981",26187,NA
"77982",68423,NA
"77983",30927,NA
"77984",24595,7
"77985",46077,3
"77986",46077,3
"77987",46077,6
"77988",46077,9
"77989",8376,NA
"77990",26584,NA
"77991",45344,-1
"77992",1580,5
"77993",29121,NA
"77994",38081,3
"77995",38081,5
"77996",38081,5
"77997",61203,NA
"77998",55834,0
"77999",55834,NA
"78000",55834,NA
"78001",55834,NA
"78002",55834,NA
"78003",55834,NA
"78004",55834,NA
"78005",55635,3
"78006",69658,4
"78007",69658,5
"78008",69658,NA
"78009",81342,3
"78010",81342,NA
"78011",43451,NA
"78012",9371,7
"78013",99830,NA
"78014",99830,NA
"78015",99830,NA
"78016",99830,NA
"78017",66518,9
"78018",66518,11
"78019",30048,3
"78020",73408,6
"78021",73408,NA
"78022",87904,5
"78023",58987,11
"78024",40439,NA
"78025",40439,NA
"78026",83954,6
"78027",13843,NA
"78028",71302,NA
"78029",86493,9
"78030",80589,NA
"78031",21923,3
"78032",21923,7
"78033",39120,NA
"78034",56867,10
"78035",56867,5
"78036",51336,1
"78037",54432,6
"78038",51892,NA
"78039",51892,NA
"78040",45506,NA
"78041",45506,NA
"78042",31366,NA
"78043",26030,0
"78044",95235,1
"78045",78242,4
"78046",45227,NA
"78047",82268,4
"78048",31541,4
"78049",197,NA
"78050",25307,4
"78051",101980,3
"78052",52953,9
"78053",51218,0
"78054",92584,NA
"78055",75183,7
"78056",96503,7
"78057",91592,NA
"78058",91592,NA
"78059",91592,NA
"78060",69261,NA
"78061",6022,NA
"78062",69010,6
"78063",56892,NA
"78064",69295,7
"78065",69295,8
"78066",69295,11
"78067",51244,11
"78068",51244,8
"78069",84584,2
"78070",70664,NA
"78071",9132,2
"78072",9132,3
"78073",76580,NA
"78074",76580,NA
"78075",84379,7
"78076",84379,4
"78077",84379,7
"78078",21223,0
"78079",21223,4
"78080",8311,4
"78081",8311,3
"78082",68302,NA
"78083",61253,8
"78084",86367,NA
"78085",7091,NA
"78086",39249,6
"78087",39249,8
"78088",39249,4
"78089",20201,10
"78090",6548,-1
"78091",74633,6
"78092",74633,5
"78093",36868,NA
"78094",27150,NA
"78095",68693,6
"78096",30165,NA
"78097",72029,NA
"78098",72029,NA
"78099",81420,3
"78100",81420,8
"78101",81420,6
"78102",81420,4
"78103",7322,8
"78104",79745,NA
"78105",79745,NA
"78106",95195,10
"78107",67770,NA
"78108",82295,NA
"78109",70972,6
"78110",5350,NA
"78111",56545,4
"78112",29600,NA
"78113",25193,3
"78114",25193,8
"78115",25193,7
"78116",25193,9
"78117",25193,6
"78118",25193,NA
"78119",12588,NA
"78120",6304,NA
"78121",6304,NA
"78122",81211,10
"78123",81211,6
"78124",19999,8
"78125",41240,2
"78126",99880,3
"78127",26857,NA
"78128",8406,NA
"78129",82750,NA
"78130",72967,6
"78131",72967,7
"78132",72967,NA
"78133",37311,7
"78134",1298,5
"78135",2220,0
"78136",2220,0
"78137",73722,9
"78138",73722,NA
"78139",771,5
"78140",68703,9
"78141",68703,NA
"78142",74316,7
"78143",4999,NA
"78144",64677,3
"78145",90128,6
"78146",90128,7
"78147",45607,4
"78148",3129,7
"78149",40030,NA
"78150",57149,3
"78151",24824,-1
"78152",90769,7
"78153",90769,NA
"78154",51173,1
"78155",42862,-6
"78156",85981,-1
"78157",85981,-1
"78158",85981,NA
"78159",87487,NA
"78160",61420,NA
"78161",29740,10
"78162",29740,10
"78163",29740,11
"78164",29740,9
"78165",29740,10
"78166",95800,4
"78167",95800,NA
"78168",42664,0
"78169",10943,8
"78170",92465,NA
"78171",52303,8
"78172",19343,NA
"78173",70745,5
"78174",48120,4
"78175",55688,NA
"78176",69693,3
"78177",69693,NA
"78178",34539,6
"78179",33163,12
"78180",29422,11
"78181",29422,11
"78182",29422,10
"78183",29422,11
"78184",14016,4
"78185",77995,9
"78186",77995,2
"78187",79524,3
"78188",48824,9
"78189",79721,4
"78190",79721,NA
"78191",101745,NA
"78192",65151,0
"78193",18014,NA
"78194",69316,13
"78195",69316,11
"78196",74377,5
"78197",6610,5
"78198",6610,9
"78199",81115,7
"78200",63365,NA
"78201",91942,2
"78202",18034,5
"78203",18034,9
"78204",18034,NA
"78205",83120,5
"78206",23793,NA
"78207",46103,9
"78208",46103,8
"78209",46103,NA
"78210",2950,4
"78211",958,6
"78212",7206,8
"78213",15799,NA
"78214",15799,NA
"78215",15799,NA
"78216",15799,NA
"78217",87046,8
"78218",12832,NA
"78219",12832,NA
"78220",67942,4
"78221",88006,5
"78222",5110,NA
"78223",4848,NA
"78224",4848,NA
"78225",33877,8
"78226",33877,9
"78227",33877,7
"78228",33877,7
"78229",33877,NA
"78230",23886,NA
"78231",23886,NA
"78232",15436,NA
"78233",15436,NA
"78234",15436,NA
"78235",40248,7
"78236",40248,2
"78237",40248,7
"78238",40248,NA
"78239",46787,6
"78240",46787,NA
"78241",64814,6
"78242",100545,NA
"78243",23587,10
"78244",10274,NA
"78245",59360,10
"78246",59360,10
"78247",59360,8
"78248",59360,8
"78249",59360,7
"78250",59360,NA
"78251",325,NA
"78252",44460,6
"78253",44460,5
"78254",44460,8
"78255",44460,5
"78256",44460,NA
"78257",88582,2
"78258",41414,NA
"78259",86640,NA
"78260",22243,7
"78261",35404,2
"78262",69221,4
"78263",69221,3
"78264",65103,12
"78265",65103,11
"78266",65103,8
"78267",65103,8
"78268",31275,NA
"78269",61575,0
"78270",90696,6
"78271",90696,5
"78272",90696,4
"78273",90696,NA
"78274",99164,NA
"78275",27302,NA
"78276",27302,NA
"78277",22416,NA
"78278",83783,9
"78279",91555,8
"78280",19418,9
"78281",6598,4
"78282",6598,5
"78283",15765,NA
"78284",93437,10
"78285",67609,5
"78286",17976,7
"78287",17976,4
"78288",17976,2
"78289",17976,2
"78290",17976,NA
"78291",49802,NA
"78292",58645,NA
"78293",20115,NA
"78294",4365,NA
"78295",78435,NA
"78296",78435,NA
"78297",78435,NA
"78298",59813,NA
"78299",59813,NA
"78300",59813,NA
"78301",59813,NA
"78302",59813,NA
"78303",59813,NA
"78304",59813,NA
"78305",73137,11
"78306",73137,NA
"78307",39953,8
"78308",39953,NA
"78309",1213,2
"78310",1213,1
"78311",1213,4
"78312",91919,3
"78313",91919,NA
"78314",30253,6
"78315",30253,9
"78316",30253,6
"78317",58286,NA
"78318",5326,NA
"78319",60712,0
"78320",60712,2
"78321",60712,1
"78322",3577,NA
"78323",34612,5
"78324",11262,NA
"78325",80259,7
"78326",27743,2
"78327",79484,6
"78328",2281,NA
"78329",81901,9
"78330",81901,4
"78331",95945,1
"78332",12035,7
"78333",25552,NA
"78334",74923,6
"78335",62053,NA
"78336",62053,NA
"78337",66001,4
"78338",66001,3
"78339",14729,7
"78340",78767,-1
"78341",78767,3
"78342",78767,4
"78343",71071,NA
"78344",71071,NA
"78345",35902,NA
"78346",21505,NA
"78347",21505,NA
"78348",101565,NA
"78349",9545,NA
"78350",2643,6
"78351",2643,NA
"78352",2643,NA
"78353",2643,NA
"78354",86753,NA
"78355",98802,NA
"78356",98802,NA
"78357",79044,8
"78358",79885,7
"78359",29931,1
"78360",86056,4
"78361",86056,4
"78362",86056,1
"78363",33409,4
"78364",69394,NA
"78365",98373,8
"78366",98373,5
"78367",50956,9
"78368",90349,NA
"78369",64147,NA
"78370",60204,6
"78371",39077,NA
"78372",39077,NA
"78373",39077,NA
"78374",17822,NA
"78375",4797,NA
"78376",84466,NA
"78377",84466,NA
"78378",18455,NA
"78379",23895,5
"78380",23895,2
"78381",89128,5
"78382",90080,5
"78383",84591,5
"78384",98529,5
"78385",98529,5
"78386",59059,-1
"78387",59059,4
"78388",40826,1
"78389",101530,NA
"78390",78299,2
"78391",78299,5
"78392",29072,NA
"78393",29072,NA
"78394",40989,10
"78395",40989,12
"78396",71337,8
"78397",12322,7
"78398",12322,8
"78399",12322,7
"78400",19073,NA
"78401",22837,5
"78402",22837,2
"78403",22837,-1
"78404",22837,-1
"78405",22837,8
"78406",43418,NA
"78407",49724,5
"78408",101958,NA
"78409",369,NA
"78410",71217,NA
"78411",91469,10
"78412",91469,11
"78413",91469,10
"78414",91469,9
"78415",91469,10
"78416",91469,NA
"78417",59481,NA
"78418",26314,6
"78419",99899,7
"78420",90574,4
"78421",76195,3
"78422",76195,5
"78423",76195,NA
"78424",2614,5
"78425",81406,5
"78426",17637,NA
"78427",70108,NA
"78428",30587,11
"78429",30587,15
"78430",54329,NA
"78431",54329,NA
"78432",87309,2
"78433",87309,5
"78434",87309,5
"78435",79195,11
"78436",58928,9
"78437",22722,3
"78438",22722,NA
"78439",82416,5
"78440",46210,4
"78441",34474,NA
"78442",95698,0
"78443",46491,3
"78444",46491,7
"78445",62568,4
"78446",73440,NA
"78447",73440,NA
"78448",73440,NA
"78449",73440,NA
"78450",10668,11
"78451",31668,-2
"78452",31668,NA
"78453",82655,NA
"78454",84354,NA
"78455",100398,4
"78456",54160,NA
"78457",6236,NA
"78458",6236,NA
"78459",6236,NA
"78460",63054,3
"78461",80005,2
"78462",23182,NA
"78463",23182,NA
"78464",1190,NA
"78465",59118,NA
"78466",24863,9
"78467",24863,11
"78468",49113,1
"78469",35175,5
"78470",35843,6
"78471",35843,9
"78472",35843,6
"78473",69375,0
"78474",69375,8
"78475",69375,4
"78476",5114,NA
"78477",5114,NA
"78478",22847,NA
"78479",86312,9
"78480",86312,4
"78481",82558,8
"78482",82558,6
"78483",82558,NA
"78484",40559,5
"78485",39796,12
"78486",39796,4
"78487",83248,4
"78488",83248,6
"78489",13584,NA
"78490",72357,NA
"78491",70597,1
"78492",938,NA
"78493",47645,NA
"78494",64948,NA
"78495",64948,NA
"78496",39575,NA
"78497",98199,3
"78498",22403,NA
"78499",56904,9
"78500",56904,9
"78501",56904,9
"78502",41618,5
"78503",72847,7
"78504",72847,6
"78505",72847,10
"78506",72847,9
"78507",74798,NA
"78508",74798,NA
"78509",81355,9
"78510",81355,6
"78511",81355,10
"78512",81355,3
"78513",94056,NA
"78514",10472,3
"78515",10472,NA
"78516",78086,NA
"78517",95561,2
"78518",95561,2
"78519",95561,4
"78520",6,NA
"78521",25995,NA
"78522",99856,7
"78523",99856,7
"78524",52068,10
"78525",56641,9
"78526",25409,5
"78527",25409,4
"78528",25409,6
"78529",25409,5
"78530",25715,7
"78531",25715,NA
"78532",51888,NA
"78533",74525,NA
"78534",53639,NA
"78535",76705,NA
"78536",38513,NA
"78537",19290,NA
"78538",65149,1
"78539",90735,2
"78540",90735,1
"78541",90732,NA
"78542",48094,NA
"78543",20508,NA
"78544",85654,2
"78545",39188,NA
"78546",39188,NA
"78547",39188,NA
"78548",58010,10
"78549",58010,7
"78550",58010,10
"78551",58010,9
"78552",5779,11
"78553",395,NA
"78554",73424,NA
"78555",84415,NA
"78556",39958,NA
"78557",4361,7
"78558",30700,NA
"78559",30700,NA
"78560",30700,NA
"78561",62558,7
"78562",62558,NA
"78563",48703,NA
"78564",95210,NA
"78565",95210,NA
"78566",14411,3
"78567",69111,3
"78568",69111,1
"78569",71848,7
"78570",96765,7
"78571",96765,5
"78572",96765,8
"78573",96765,5
"78574",96765,NA
"78575",88269,9
"78576",16222,2
"78577",16222,4
"78578",16222,3
"78579",37883,NA
"78580",64775,3
"78581",89010,5
"78582",89010,6
"78583",36258,NA
"78584",83924,7
"78585",83924,NA
"78586",85922,5
"78587",85922,NA
"78588",27368,NA
"78589",85588,NA
"78590",78521,6
"78591",78521,5
"78592",58558,NA
"78593",38445,3
"78594",38445,NA
"78595",50275,6
"78596",50275,3
"78597",50275,NA
"78598",50275,6
"78599",50275,NA
"78600",27585,NA
"78601",67260,NA
"78602",67260,NA
"78603",67260,NA
"78604",67260,NA
"78605",67260,NA
"78606",67260,NA
"78607",33935,5
"78608",55269,4
"78609",55269,4
"78610",91835,NA
"78611",35958,6
"78612",35958,6
"78613",35958,NA
"78614",35958,NA
"78615",69623,NA
"78616",91000,9
"78617",56482,1
"78618",56482,0
"78619",66117,2
"78620",75259,10
"78621",62660,4
"78622",62660,5
"78623",57952,NA
"78624",37815,8
"78625",37815,3
"78626",37815,3
"78627",41522,6
"78628",41522,4
"78629",41522,5
"78630",69905,7
"78631",42475,NA
"78632",87618,NA
"78633",48398,NA
"78634",17358,7
"78635",58320,1
"78636",83363,9
"78637",2782,7
"78638",2782,7
"78639",2782,9
"78640",2782,6
"78641",17384,NA
"78642",4031,NA
"78643",26977,NA
"78644",61539,NA
"78645",97657,7
"78646",52679,3
"78647",34691,NA
"78648",34691,NA
"78649",3168,NA
"78650",3168,NA
"78651",66284,NA
"78652",46896,3
"78653",10397,NA
"78654",45712,1
"78655",45712,5
"78656",94815,4
"78657",44837,7
"78658",44837,10
"78659",13763,-1
"78660",55612,NA
"78661",77274,NA
"78662",77274,NA
"78663",117,4
"78664",80544,NA
"78665",80544,NA
"78666",47898,NA
"78667",42371,5
"78668",42371,11
"78669",6823,-3
"78670",6823,-1
"78671",6823,-2
"78672",25020,5
"78673",25020,6
"78674",5488,NA
"78675",35599,4
"78676",90122,4
"78677",73001,NA
"78678",92304,6
"78679",62776,NA
"78680",25531,7
"78681",68524,NA
"78682",68524,NA
"78683",31800,NA
"78684",65762,NA
"78685",100974,NA
"78686",21568,1
"78687",21568,1
"78688",21568,5
"78689",3942,NA
"78690",94392,NA
"78691",94392,NA
"78692",94392,NA
"78693",7103,5
"78694",19563,8
"78695",89056,9
"78696",22700,3
"78697",44306,9
"78698",71239,9
"78699",71239,NA
"78700",32367,NA
"78701",56632,NA
"78702",21737,7
"78703",74163,3
"78704",50900,6
"78705",50900,5
"78706",50900,5
"78707",50900,8
"78708",50900,NA
"78709",79186,4
"78710",62235,NA
"78711",32731,NA
"78712",13100,12
"78713",92080,0
"78714",49367,NA
"78715",49367,NA
"78716",70332,5
"78717",70332,NA
"78718",99473,1
"78719",75164,7
"78720",75164,4
"78721",75164,6
"78722",75164,NA
"78723",86225,NA
"78724",61170,NA
"78725",99571,0
"78726",81196,NA
"78727",100939,NA
"78728",75589,9
"78729",70168,6
"78730",42299,NA
"78731",42299,NA
"78732",49605,3
"78733",98445,5
"78734",44673,-2
"78735",101038,6
"78736",21911,NA
"78737",6106,NA
"78738",6106,NA
"78739",94028,NA
"78740",91268,5
"78741",91268,3
"78742",91268,0
"78743",57927,0
"78744",57927,-2
"78745",57927,4
"78746",9542,NA
"78747",46075,NA
"78748",7561,NA
"78749",39567,10
"78750",77566,8
"78751",66946,7
"78752",91209,NA
"78753",9707,NA
"78754",38832,6
"78755",53866,5
"78756",53866,NA
"78757",73694,3
"78758",74790,4
"78759",69074,4
"78760",92403,NA
"78761",92403,NA
"78762",92403,NA
"78763",37583,5
"78764",11561,9
"78765",30488,0
"78766",75464,8
"78767",75464,2
"78768",45943,5
"78769",76400,3
"78770",3268,NA
"78771",7496,NA
"78772",16349,8
"78773",16349,NA
"78774",16349,NA
"78775",21031,NA
"78776",21031,NA
"78777",35737,6
